ID,TITULAR,RUC,TITULO_PROYECTO,UNIDAD_PROYECTO,TIPO,ACTIVIDAD,FECHA_INICIO,ESTADO,DESCRIPCION,LONGITUD,LATITUD,RESOLUCION,LABEL
8649,Proyecto Especial de Infraestructura de Transporte Nacional - Provias,20503503639,ITS para incorporar 10 Nuevos Dep�sitos de Material Excedente: DME 01Km 103+810 LI; DME 02 Km 106+150 LI; DME 03 Km 108+160 LI; DME 04 Km 111+490 LI; DME 05 Km 116+820 LI; DME 06 Km 117+653 LI; DME 07 Km 124+750 LI; DME 08 Km 128+675 LI,Mejoramiento de la carretera,ITS,Transportes,14/12/2020,Aprobado,SIN DESCRIPCION,-76.80432,-9.776518,R.D. N� 00029-2021-SENACE-PE/DEIN,null
8651,Nexa Resources El Porvenir S.A.C.,20492744833,Septimo Informe T�cnico Sustentatorio de la Unidad Minera El Porvenir,El Porvenir,ITS,Miner�a,15/01/2021,Aprobado,SIN DESCRIPCION,-76.21142882,-10.60611652,Resoluci�n Directoral N� 00036-2021-SENACE-PE/DEAR,null
8567,Gobierno Regional Huancavelica,20486020882,EVAP del Proyecto: Mejoramiento de servicio de agua del sistema de riego Hatunccacca%u2013 Leopallanapampa de los centros poblados de Pueblo Nuevo, Chalhuapuquio, Antaccacca, Pircapahuana y Rumichaca, distrito de Lircay Prov de Angaraes, Dep de Huancavelic,SIN UNIDAD,Clasificaci�n,Agricultura,01/02/2018,Aprobado,SIN DESCRIPCION,-74.76348386,-13.05541893,RD N� 093-2018-SENACE-JEF/DEIN,null
8568,Consorcio Transmantaro S.A.,20383316473,PPC del EIA-d del proyecto Enlace 500 kV Mantaro - nueva Yanango - Carapongo y Subestaciones Asociadas,SIN UNIDAD,PPC,Electricidad,21/11/2018,Aprobado,SIN DESCRIPCION,-75.75437336,-11.48650944,RD N� 00069-2018-SENACE-PE/DEIN,null
8569,Gobierno Regional de Pasco,20489252270,Proyecto %u201CMejoramiento de la Carretera Departamental EMP.PE - 5N A (Abra Cantarizu) - EMP. PE %u2013 5N (Pte. Entas), Provincia Oxapampa, Regi�n Pasco%u201D,SIN UNIDAD,Clasificaci�n,Transportes,16/03/2018,Aprobado,SIN DESCRIPCION,-75.32486683,-10.66667128,RD N� 00004-2018-SENACE-PE/DEIN,null
8570,Instituto Metropolitano Protransporte de Lima - PROTRANSPORTE,20510407670,PIP %u201CMejoramiento de la Accesibilidad Peatonal y vehicular en el entorno de la Estaci�n Fernando Ter�n del COSAC I en el Distrito de Chorrillos, provincia de Lima%u201D, formulada por el Instituto Metropolitano Protransporte de Lima - PROTRANSPORTE,SIN UNIDAD,Clasificaci�n,Transportes,30/01/2018,Aprobado,SIN DESCRIPCION,-77.01947316,-12.16689808,RD N� 00024-2018-SENACE-PE/DEIN,null
8571,Concesionaria IIRSA Norte S.A.,20511004251,ITS para el %u201CDep�sito de Material Excedente Km 512+720 LI del Proyecto Corredor Vial Amazonas Norte, Tramo N� 2 Rioja %u2013 Tarapoto%u201D,SIN UNIDAD,ITS,Transportes,24/04/2018,Aprobado,SIN DESCRIPCION,-76.84099568,-6.12416691,RD N� 00018-2018-SENACE-PE/DEIN,null
8572,Gobierno Regional de Huancavelica,20486020882,Proyecto Creaci�n y Mejoramiento del Camino Vecinal entre Santa Rosa de Acora, San Jos� de Challaca, Ramadilla, de los distritos de San Francisco de Sangayaico, Santiago de Chocorvos, Ayavi y Huaytar�, provincia de Huaytar� Huancavelica%u201D,SIN UNIDAD,Clasificaci�n,Transportes,19/01/2018,Aprobado,SIN DESCRIPCION,-75.4283585,-13.78868611,RD N� 00132-2018-SENACE-JEF/DEIN,null
8654,Flesan Energ�a S.A.C.,20565479246,EVAP Para La Construcci�n E Implementaci�n De Una Unidad De Generaci�n El�ctrica %u2013 SMI   ,SIN UNIDAD,Clasificaci�n,Electricidad,30/12/2020,Aprobado,SIN DESCRIPCION,-77.07065906,-12.03806656,R.D. N� 042-2021-SENACE-PE/DEAR,null
8573,Lima Airport Partners,20501577252,Modificaci�n del EIA-d del Aeropuerto Internacional Jorge Ch�vez,SIN UNIDAD,MEIA-d,Transportes,15/12/2017,Aprobado,SIN DESCRIPCION,-77.11818815,-12.02226007,RD N� 00036-2018-SENACE-PE/DEAR,null
8574,Gobierno Regional de Huancavelica,20486020882,%u201CMejoramiento de la carretera Qapaq �an EMP. PE-26 Huaraccopata (Huancavelica) %u2013 Tipicocha (Castrovirreyna) %u2013 EMP. PE-24 San Jer�nimo (Yauyos), departamentos de Huancavelica y Lima%u201D,SIN UNIDAD,Clasificaci�n,Transportes,21/03/2018,Aprobado,SIN DESCRIPCION,-75.73316001,-12.93631135,RD N� 064-2019-SENACE-PE/DEIN,null
8575,Proyecto Especial de Infraestructura de Transporte Nacional - PROVIAS NACIONAL  ,20503503639  ,ITS para incorporar 04 nuevos Dep�sitos de Material Excedente (DME�s): DME 53 Km 14+300 LI, DME 60 Km 14+000C LI, DME 62 Km 18+820 LI y DME 63 Km 33+750 LI,Mejoramiento de la Carretera Hu�nuco %u2013 Conococha, Sector: Hu�nuco %u2013 La Uni�n %u2013 Huallanca, Ruta PE-3N,ITS,Transportes,14/12/2020,Aprobado,SIN DESCRIPCION,-76.36243594,-9.92566573,R.D. N�00041-2021-SENACE-PE/DEIN,null
8576,Proyecto Especial de Infraestructura de Transporte Nacional - PROVIAS NACIONAL  ,20503503639  ,Informe T�cnico Sustentatorio para Incorporar 01 Nuevo Dep�sito de Material Excedente (DME) Ubicado en el �rea de Influencia Indirecta del Proyecto: DME 57 Km 35+830B LD,Mejoramiento de la Carretera Hu�nuco %u2013 Conococha, Sector: Hu�nuco %u2013 La Uni�n %u2013 Huallanca, Ruta PE-3N,ITS,Transportes,15/12/2020,Aprobado,SIN DESCRIPCION,-76.47641208,-9.8679757,R.D. N� 00039-2021-SENACE-PE/DEIN,null
8665,Minera Barrick Misquichilca S.A.,20209133394,Tercera Modificaci�n del Estudio de Impacto Ambiental de la U.M. Lagunas Norte,Lagunas Norte,Clasificaci�n,Miner�a,21/04/2021,Aprobado,SIN DESCRIPCION,-78.24749756,-7.94460011,CARTA N� 0119-2021-SENACE-PE/DEAR,null
8578,Fenix Power Peru S.A.,20509514641,Informe T�cnico Sustentatorio para la optimizaci�n del uso de agua del sistema de enfriamiento y modificaci�n de componentes auxiliares de la Central Termoel�ctrica Fenix Power - Las Salinas, Chilca,Fenix,ITS,Electricidad,01/12/2020,Aprobado,SIN DESCRIPCION,-76.73636358,-12.54372625,RD N� 054-2021-SENACE-PE/DEAR,null
8580,Volcan compa��a minera S.A.A.,20383045267,Tercera Modificaci�n del Estudio de Impacto Ambiental de la U.M Andaychagua,Andaychagua,Clasificaci�n,Miner�a,03/12/2020,Aprobado,SIN DESCRIPCION,-76.007679,-11.745804,CARTA N� 00001-2021-SENACE-PE/DEAR,null
8581,Sociedad Minera Austria Duvaz S.A.C.,20100102171,Tercer ITS UEA Austria Duvaz,Austria Duvaz,ITS,Miner�a,10/12/2020,Aprobado,SIN DESCRIPCION,-76.14022921,-11.59753343,RD � 0035-2021-SENACE-PE/DEAR,null
8582,South America Mining Investments S.A.C.,20601227747,Primera Modificaci�n del Estudio de Impacto Ambiental de la UEA Breapampa,Breapampa,Clasificaci�n,Miner�a,14/12/2020,Aprobado,SIN DESCRIPCION,-73.6645198,-15.07089196,CARTA N� 002-2021-SENACE-PE/DEAR,null
8583,Hydro Global Peru S.A.C.,20600538251,Modificaci�n del Estudio de Impacto Ambiental Detallado del proyecto %u201CL�nea de transmisi�n para la conexi�n de la Central Hidroel�ctrica San Gab�n III al SEIN%u201D,L�nea de transmisi�n para la conexi�n de la Central Hidroel�ctrica San Gab�n III al SEIN,MEIA-d,Electricidad,21/12/2020,Aprobado,SIN DESCRIPCION,-70.42451459,-13.51627714,CARTA N� 00218-2020-SENACE-PE/DEIN,null
8586,Compa�ia de Minas Buenaventura S.A.A.,20100079501,Cuarto ITS de la MEIA de Dep�sito de Relaves 4A Y 5 e Incremento de la Capacidad de la Planta A 4,000 TMSD de la UM Orcopampa,Orcopampa,ITS,Miner�a,23/12/2020,Aprobado,SIN DESCRIPCION,-72.35270199,-15.28081469,RD N� 0024-2021-SENACE-PE/DEAR,null
8487,Proyecto Especial de Infraestructura de Transporte Nacional - Provias Nacional,20503503639,Solicitud de Clasificaci�n del Proyecto %u201CMejoramiento a Nivel de Autopista y/o Par Vial Sector 2: Emp. Ruta 1S - Dv. Variante Uchumayo%u201D,SIN UNIDAD,Clasificaci�n,Transportes,19/03/2018,Aprobado,SIN DESCRIPCION,-71.82437,-16.56306802,RD N� 00009-2018-SENACE-PE/DEIN,null
8488,Municipalidad Distrital de La Joya,20167246029,%u201CMejoramiento del Servicio de Agua para Riego de la Joya Antigua en los Sectores Base A�rea, Cerrito, Filtraciones, La Curva y El Ramal, distrito de La Joya, Provincia de Arequipa, Regi�n Arequipa%u201D,SIN UNIDAD,Clasificaci�n,Agricultura,13/03/2018,Aprobado,SIN DESCRIPCION,-71.82746395,-16.46492422,RD N�00034-2019-SENACE-PE/DEIN,null
8489,Municipalidad Provincial de Huancasancos,20223028765,%u201CCreaci�n de los Servicios de Transitabilidad del Camino Vecinal Carapo %u2013 Pallca de los Distritos de Carapo y Sacsamarca, Provincia de Huanca Sancos %u2013 Ayacucho%u201D,SIN UNIDAD,Clasificaci�n,Transportes,11/04/2018,Aprobado,SIN DESCRIPCION,-74.2779961,-13.8674667,RD N� 066-2019-SENACE-PE/DEIN,null
8490,Empresa Petrolera Unipetro ABC S.A.C.,20161738272,Perforaci�n de 9 pozos exploratorios y 27 pozos de desarrollo y facilidades de producci�n en el Lote IX - Piura,SIN UNIDAD,Clasificaci�n,Hidrocarburos,29/04/2019,Aprobado,SIN DESCRIPCION,-81.14701818,-4.54692508,R.D. N� 109-2019-SENACE-PE/DEAR,null
8491,Concesionaria Survial S.A.,20517216241,Segundo ITS para la inclusi�n de �reas Auxiliares Requeridas Para La Concesi�n Survial S.A.,SIN UNIDAD,ITS,Transportes,23/03/2018,Aprobado,SIN DESCRIPCION,-72.93078456,-13.66984041,R.D. N� 00098-2018-SENACE-JEF/DEIN,null
8492,COVISOL S.A.,20522547957,Incorporaci�n y Modificaci�n de Ubicaci�n de �reas Auxiliares Tramo Trujillo - Chiclayo,SIN UNIDAD,ITS,Transportes,23/11/2017,Aprobado,SIN DESCRIPCION,-79.45915396,-7.4570596,R.D. N� 017-2018-SENACE-JEF/DEIN,null
8590,Compa�ia Minera Caraveli S.A.C.,20126702737,Segunda Modificaci�n del Estudio de Impacto Ambiental del Proyecto de Explotaci�n y Beneficio de Minerales Aur�feros La Estrella,La Estrella,Clasificaci�n,Miner�a,30/12/2020,Aprobado,SIN DESCRIPCION,-77.30602598,-8.17644786,RD N� 70-2021-SENACE-PE/DEAR,null
8591,Southern Per� Copper Corporation Sucursal del Per�,20100147514,Segundo ITS de la UM Toquepala,Toquepala,ITS,Miner�a,31/12/2020,Aprobado,SIN DESCRIPCION,-70.6144993,-17.25638072,RD N� 040-2021-SENACE-PE/DEAR,null
8592,Sociedad Minera Corona S.A.,20217427593,Segundo Informe T�cnico Sustentatorio (Segundo ITS) del EIA de la Unidad Minera %u201CAcumulaci�n Yauricocha,Acumulaci�n Yauricocha,ITS,Miner�a,04/01/2021,Aprobado,SIN DESCRIPCION,-75.72350863,-12.31087609,RD N� 041-2021-SENACE-PE/DEAR,null
7416,GOBIERNO REGIONAL DE PASCO,20489252270,DIA PARA LA CONSTRUCCIÓN DE LA CARRETERA TRAMO CARHUANCHO - LLICLLAO, DISTRITO DE YANAHUANCA, PROVINCIA DANIEL CARRIÓN, REGIÓN PASCO SNIP Nº 255185,CONSTRUCCIÓN DE LA CARRETERA TRAMO CARHUANCHO - LLICLLAO, DISTRITO DE YANAHUANCA, PROVINCIA DANIEL CARRIÓN, REGIÓN PASCO SNIP Nº 255185,Clasificación,Transportes,11/07/2018,Desaprobado,SIN DESCRIPCION,-76.59510052,-10.53826703,RD Nº 00012-2019-SENACE-PE/DEIN,null
7382,MUNICIPALIDAD DISTRITAL DE IGUAIN,20143148492,CREACIÓN DE LAS CARRETERAS ALLCUHILLCA- CHIHUA, HUAYHUAS %u2013 MACACHACRA, PUMAHUASI - EMPALME CARRETERA PUCHCAS, DISTRITO DE IGUAIN - HUANTA %u2013 AYACUCHO,SIN UNIDAD,Clasificación,Transportes,01/09/2020,Desaprobado,SIN DESCRIPCION,-70.39899865,-13.15209764,RD Nº 00146-2020-SENACE-PE/DEIN,null
7705,Compañia Minera Coimolache S.A.,20140688640,5to ITS de la Unidad Minera Tantahuatay,U.M. TANTAHUATAY,ITS,Minería,09/10/2019,Desaprobado,SIN DESCRIPCION,-78.691,-6.7343,Resolución Directoral N° 0200-2019-SENACE-PE/DEAR,null
7804,Sierra Antapite S.A.C.,20601434335,2° Informe Técnico Sustentatorio del EIA Proyecto de Ampliación de Operaciones Minero - Metalúrgicas,U.M. ANTAPITE,ITS,Minería,23/02/2019,Desaprobado,SIN DESCRIPCION,-75.07036832,-13.97353012,RD N° 081-2019-SENACE-PE/DEAR,null
7733,Concesionaria Línea de Transmisión CCNCM S.A.C.,20551938868,Optimización de trazo de ruta como mejora tecnológica en la Línea de Transmisión Carhuaquero- Cajamarca Norte- Caclic- Moyobamba en 220 kV/ (Parte II),L.T. CARHUAQUERO-CAJAMARCA-CACLIC-MOYOBAMBA,ITS,Electricidad,19/01/2017,Desaprobado,SIN DESCRIPCION,-76.97260448,-6.06786698,Resolución Directoral 033-2017-SENACE/DCA,null
7744,GR Vale S.A.C.,20602751997,Evaluación Ambiental Preliminar (EVAP) del Proyecto Parque Solar Lupi 180 MW,SOLAR LUPI,Clasificación,Electricidad,15/06/2018,Desaprobado,SIN DESCRIPCION,-70.51375055,-16.82030385,Resolución Directoral 122-2018-SENACE-JEF/DEAR,null
7745,GR Cortarrama S.A.C.,20600766873,Evaluación Ambiental Preliminar (EVAP) del Proyecto %u201CParque Solar Matarani 300 MW y Línea de Conexión 220 KV%u201D,PARQUE SOLAR MATARANI,Clasificación,Electricidad,15/06/2018,Desaprobado,SIN DESCRIPCION,-71.92805652,-16.73478842,Resolución Directoral 0121-2018-SENACE-JEF/DEAR,null
7882,Compañía Minera Kolpa S.A.,20600020022,Informe Técnico Sustentatorio Modificación de Componentes de la Unidad Minera Huachocolpa,U.M. HUACHOCOLPA UNO,ITS,Minería,10/01/2020,Desaprobado,SIN DESCRIPCION,-74.98216932,-13.07508336,RD N° 00057-2020-SENACE-PE/DEAR,null
7884,Nexa Resources El Porvenir S.A.C.,20492744833,Quinto Informe Técnico Sustentatorio para la Modificación de Componentes Auxiliares de la Unidad Minera El Porvenir ,U.M. EL PORVENIR,ITS,Minería,23/07/2018,Desaprobado,SIN DESCRIPCION,-76.21416857,-10.62407306,Resolución Directoral 011-2018-SENACE-PE/DEAR,null
7888,Compañía Minera Poderosa S.A.,20137025354,Primer ITS  para las modificaciones menores del trazo de la línea de transmisión para evacuar la energía que se generaría en las centrales hidroeléctricas Cativén I, Cativén II y Nimpana,CH  CATIVEN I Y CATIVEN II,ITS,Minería,06/06/2019,Desaprobado,SIN DESCRIPCION,-78.09653173,-7.89876314,Resolución Directoral N° 0124-2019-SENACE-PE/DEAR,null
7889,MUNICIPALIDAD DISTRITAL DE HUAMANGUILLA,20143157564,Creación del Camino Vecinal de los Tramos: Tramo 01 Pacucro %u2013 Huaribamba; Tramo 02 Huaribamba %u2013 Ichupata; Tramo 03 Acllawasi %u2013 Cruce Huaribamba; Tramo 04 Chullcupampa %u2013 Pacurcro; Tramo 05 Ccochapampa %u2013 Sulluwaylla %u2013 Pacucro; Tramo 06 Tojyasja Jipa %u2013 Campa,SIN UNIDAD,Clasificación,Transportes,02/09/2020,Desaprobado,SIN DESCRIPCION,-70.39899865,-13.15209764,RD Nº 00154-2020-SENACE-PE/DEIN,null
7896,MUNICIPALIDAD DISTRITAL DE CONCHAMARCA,20206555859,%u201CCREACION DE LA TROCHA CARROZABLE CRUCE TINGO 00+000HUAYNACOLLCA 00+800 %u2013 CRUZ PATA 02+100 KM %u2013 CARHUANCHO 04+900 KM %u2013 YORGAPIRCA 07+200 KM %u2013 GASHAPUNTA 08+800 KM, DISTRITO DE CONCHAMARCA %u2013 AMBO %u2013 HU*,%u201CCREACION DE LA TROCHA CARROZABLE CRUCE TINGO 00+000HUAYNACOLLCA 00+800 %u2013 CRUZ PATA 02+100 KM %u2013 CARHUANCHO 04+900 KM %u2013 YORGAPIRCA 07+200 KM %u2013 GASHAPUNTA 08+800 KM, DISTRITO DE CONCHAMARCA %u2013 AMBO %u2013 HUÁNUCO,Clasificación,Transportes,21/06/2019,Desaprobado,SIN DESCRIPCION,-76.31169972,-10.09348889,RD 00163-2019-SENACE-PE/DEIN,null
7817,Invicta Mining Corp S.A.C.,20512526595,Tercer Informe Técnico Sustentatorio de la Unidad Minera Invicta,U.M. INVICTA,ITS,Minería,29/08/2018,Desaprobado,SIN DESCRIPCION,-77.01483848,-11.03636973,Resolución Directoral 0036-2018-SENACE-PE/DEAR,null
7831,Olympic Perú INC Sucursal del Perú,20305875539,Proyecto de Exploración y Explotación de Hidrocarburos, Perforación de 22 Pozos Exploratorios y 214 Pozos de Desarrollo e Instalación de Facilidades de Producción en el Lote XIII-C,Lote XIII-C,Clasificación,Hidrocarburos,11/02/2020,Desaprobado,SIN DESCRIPCION,-80.656768,-5.02336756,RD Nº 00070-2020-SENACE-PE/DEAR,null
7833,MUNICIPALIDAD DISTRITAL DE HAQUIRA,20189921595,DIA CREACION DEL SERVICIO DE TRANSITABILIDAD DE LOS TRAMOS PAMPA SAN JOSÉ - CCOLCCARAMA - HUICSUPILLO - HUILLUCA A NIVEL DE AFIRMADO EN EL, DISTRITO DE HAQUIRA - COTABAMBAS %u2013 APURIMAC,CREACION DEL SERVICIO DE TRANSITABILIDAD DE LOS TRAMOS PAMPA SAN JOSÉ - CCOLCCARAMA - HUICSUPILLO - HUILLUCA A NIVEL DE AFIRMADO EN EL, DISTRITO DE HAQUIRA - COTABAMBAS %u2013 APURIMAC,Clasificación,Transportes,04/09/2018,Desaprobado,SIN DESCRIPCION,-72.22796525,-14.34894515,RD Nº 00096-2018-SENACE-PE/DEIN,null
7841,PROYECTO ESPECIAL BINACIONAL LAGO TITICACA,20162117379,SOLICITUD DE CLASIFICACIÓN DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO, EN LOS SECTORES DE FARUYO, CUIPACUIPA, LACA Y CUIRARI, DISTRITO DE SANTA ROSA DE MAZOCRUZ, PROVINCIA DE EL COLLA*,MEJORAMIENTO DEL SERVICIO DE AGUA PARA RIEGO, EN LOS SECTORES DE FARUYO, CUIPACUIPA, LACA Y CUIRARI, DISTRITO DE SANTA ROSA DE MAZOCRUZ, PROVINCIA DE EL COLLAO, REGIÓN PUNO,Clasificación,Agricultura,28/11/2018,Desaprobado,SIN DESCRIPCION,-69.83367559,-16.93559604,RD N° 083-2019-SENACE-PE/DEIN,null
7854,Minera Chinalco Perú S.A.,20506675457,Modificación del Estudio de Impacto Ambiental para el Proyecto de la Unidad Minera Toromocho a 170 000 TPD,U.M. TOROMOCHO,MEIA-d,Minería,06/03/2020,Desaprobado,SIN DESCRIPCION,-76.14117887,-11.60780137,RD N° 052-2021-SENACE-PE/DEAR,null
7855,MUNICIPALIDAD PROVINCIAL DE ESPINAR,20147346434,DIA %u201CMEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO EN EL SECTOR ATA CALLA (C.C. HUARCA) Y SECTOR POLO POLO (C.C. HUISA CCOLLANA) CAÑON PURURO DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR %u2013 CUSCO%u201D,%u201CMEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO EN EL SECTOR ATA CALLA (C.C. HUARCA) Y SECTOR POLO POLO (C.C. HUISA CCOLLANA) CAÑON PURURO DEL DISTRITO DE ESPINAR, PROVINCIA DE ESPINAR %u2013 CUSCO%u201D,Clasificación,Agricultura,24/09/2018,Desaprobado,SIN DESCRIPCION,-71.39682847,-14.9226761,RD N° 00113-2019-SENACE-PE/DEIN ,null
7865,Compañía Minera Antapaccay S.A.,20114915026,Quinto ITS para el reprocesamiento de ripios gruesos almacenados en el Botadero 23,U.M. ANTAPACCAY,ITS,Minería,06/06/2017,Desaprobado,SIN DESCRIPCION,-71.34080095,-14.91405903,Resolución Directoral 180-2017-SENACE/DCA,null
7982,MUNICIPALIDAD DISTRITAL DE PROVIDENCIA,20187384223,CONSTRUCCION DE LA CARRETERA EL CARMELO %u2013 GRAMALOTE %u2013 LA LIBERTAD, DISTRITO DE PROVIDENCIA - LUYA - AMAZONAS,CONSTRUCCION DE LA CARRETERA EL CARMELO %u2013 GRAMALOTE %u2013 LA LIBERTAD, DISTRITO DE PROVIDENCIA - LUYA - AMAZONAS,Clasificación,Transportes,24/09/2019,Desaprobado,SIN DESCRIPCION,-78.27275377,-6.29400738,RD Nº 0004-2020-SENACE-PE/DEIN,null
7991,CSF Continua Misti S.A.C.,20600896637,CSF CONTINUA MISTI 300 MW,CSF MISTI,Clasificación,Electricidad,03/08/2016,Desaprobado,SIN DESCRIPCION,-71.7914,-16.7908,Resolución Directoral 089-2016-SENACE/DCA,null
7998,GOBIERNO REGIONAL DE UCAYALI,20393066386,EVAP DEL PROYECTO %u201CMEJORAMIENTO DE LA CARRETERA DEPARTAMENTAL CAMPO VERDE %u2013 NUEVA REQUENA, DISTRITOS DE CAMPO VERDE Y NUEVA REQUENA, PROVINCIA DE CORONEL PORTILLO, DEPARTAMENTO DE UCAYALI%u201D COD. SNIP *,%u201CMejoramiento de la Carretera Departamental Campo Verde %u2013 Nueva Requena, Distritos de Campo Verde y Nueva Requena, Provincia de Coronel Portillo, Departamento de Ucayali%u201D COD. SNIP 157054,Clasificación,Transportes,17/10/2018,Desaprobado,SIN DESCRIPCION,-74.80764534,-8.47693856,RD N°00119-2019-SENACE-PE/DEIN ,null
7999,MUNICIPALIDAD DISTRITAL DE TINGO,20170145446,EVAP DEL PROYECTO CREACIÓN DE LOS SERVICIOS DE EMBARQUE Y DESEMBARQUE TERRESTRE DE PASAJEROS EN LA LOCALIDAD DE NUEVO TINGO DEL DISTRITO DE TINGO PROVINCIA DE LUYA, DEPARTAMENTO DE AMAZONAS,Proyecto: CREACIÓN DE LOS SERVICIOS DE EMBARQUE Y DESEMBARQUE TERRESTRE DE PASAJEROS EN LA LOCALIDAD DE NUEVO TINGO DEL DISTRITO DE TINGO PROVINCIA DE LUYA, DEPARTAMENTO DE AMAZONAS,Clasificación,Transportes,18/10/2018,Desaprobado,SIN DESCRIPCION,-77.91138489,-6.37087619,RD N° 00067-2019-SENACE-PE/DEIN,null
8000,MUNICIPALIDAD DISTRITAL DE OCOBAMBA,20277520126,DIA MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR DE LA VIA CU-106, TRAMO JUKICHACA-KELKAYBAMBA-SAN LORENZO-HUAYRACPUNCO, CENTRO POBLADO DE KQUELCCAYBAMBA - DISTRITO DE OCOBAMBA - PROVINCIA DE LA CON*,MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR DE LA VIA CU-106, TRAMO JUKICHACA-KELKAYBAMBA-SAN LORENZO-HUAYRACPUNCO, CENTRO POBLADO DE KQUELCCAYBAMBA - DISTRITO DE OCOBAMBA - PROVINCIA DE LA CONVENCION - REGIÓN CUSCO,Clasificación,Transportes,07/08/2018,Desaprobado,SIN DESCRIPCION,-72.32486254,-13.02551542,RD Nº 00018-2019-SENACE-PE/DEIN,null
7934,Sapet Development Perú Inc., Sucursal del Perú,20168702346,Mejora tecnológica para los suelos afectados con hidrocarburos en el Lote VII-VI,LOTE VII/VI,ITS,Hidrocarburos,15/04/2016,Desaprobado,SIN DESCRIPCION,-81.2373,-4.5067,Resolución Directoral 021-2016-SENACE/DCA,null
7938,Consorcio Transmantaro S.A.,20383316473,S.E. Mantaro,S.E. MATARO,ITS,Electricidad,05/09/2017,Desaprobado,SIN DESCRIPCION,-74.32697841,-13.27732755,Resolución Directoral 291-2017-SENACE-DCA,null
7943,Shougang Hierro Peru S.A.A.,20100142989,Ampliacion de operaciones en mina y planta de beneficio,UM MARCONA,ITS,Minería,26/07/2016,Desaprobado,SIN DESCRIPCION,-75.1593,-15.2315,Resolución Directoral 070-2016-SEANCE/DCA,null
7961,MUNICIPALIDAD DISTRITAL DE SAN RAFAEL,20200197357,EVALUACION AMBIENTAL PRELIMINAR (EVAP) DEL PROYECTO %u201CCONSTRUCCIÓN DEL CAMINO VECINAL MARAYZONDOR %u2013 SANTO DOMINGO DE RONDÓS %u2013 HUILLAPARAC DISTRITO DE SAN RAFAEL %u2013 AMBO - HUÁNUCO%u201D,EVALUACION AMBIENTAL PRELIMINAR (EVAP) DEL PROYECTO %u201CCONSTRUCCIÓN DEL CAMINO VECINAL MARAYZONDOR %u2013 SANTO DOMINGO DE RONDÓS %u2013 HUILLAPARAC DISTRITO DE SAN RAFAEL %u2013 AMBO - HUÁNUCO%u201D,Clasificación,Transportes,26/04/2019,Desaprobado,SIN DESCRIPCION,-76.17241283,-10.30729026,RD Nº 00157-2019-SENACE-PE/DEIN,null
